movie_title,film_director,industry,available_langs,run_time_min,imdb_user_rating,worldwide_release,platform_post_date,days_to_piracy,avg_views_per_download,avg_downloads_per_day,downloads,total_views
Teenage Mutant Ninja Turtles III,Stuart Gillard,Anime / Kids,English,96,4.7,1993-03-17,1993-03-17,0,3.5930301240401654,3386.0,3386,12166
Army of Darkness,Sam Raimi,Hollywood / English,English,81,7.4,1993-02-19,1993-02-19,0,3.206960961334911,16061.0,16061,51507
Aladdin,"Ron Clements, John Musker",Anime / Kids,English,90,8.0,1992-11-25,1992-11-26,1,2.3315442291145985,24407.0,24407,56906
Home Alone 2: Lost in New York,Chris Columbus,Hollywood / English,"English,French,Spanish,Latin",120,6.8,1992-11-20,1992-11-21,1,2.10387971539804,37245.0,37245,78359
Angaar,Shashilal K. Nair,Bollywood / Indian,Hindi,176,6.6,1992-09-01,1992-09-01,0,2.3771437994722957,6064.0,6064,14415
Kal Ki Awaz,"B.R. Chopra, Ravi Chopra",Bollywood / Indian,Hindi,162,6.2,1992-08-21,1992-08-22,1,2.9695911238956234,4867.0,4867,14453
Khuda Gawah,Mukul Anand,Bollywood / Indian,Hindi,193,6.5,1992-05-08,1992-05-08,0,1.8278961085647525,33381.0,33381,61017
Shola Aur Shabnam,David Dhawan,Bollywood / Indian,Hindi,165,6.5,1992-01-23,1992-01-23,0,1.8719350147921576,19943.0,19943,37332
Kuffs,Bruce A. Evans,Hollywood / English,English,102,5.9,1992-01-10,1992-01-10,0,5.414956982131039,1511.0,1511,8182
TNA.Impact 2023-02-09,Not Assigned,Wrestling,English,100,5.8,2023-02-09,2023-02-10,1,4.572815533980583,309.0,309,1413
WWE Raw 2023-02-13,Not Assigned,Wrestling,English,100,5.8,2023-02-13,2023-02-14,1,2.5606582472254114,2613.0,2613,6691
Beauty and the Beast,"Gary Trousdale, Kirk Wise",Anime / Kids,"English,French",84,8.0,1991-11-22,1991-11-22,0,2.192483660130719,24480.0,24480,53672
Saajan,Lawrence D'Souza,Bollywood / Indian,Hindi,193,7.2,1991-08-30,1991-08-30,0,1.7916450361865208,32747.0,32747,58671
Prem Qaidi,Not Assigned,Bollywood / Indian,Hindi,100,2.2,1991-06-21,1991-06-22,1,4.587578845220767,2061.0,2061,9455
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Michael Pressman,Anime / Kids,English,88,6.0,1991-03-22,1991-03-22,0,4.177049709489993,6196.0,6196,25881
Hum,Mukul Anand,Bollywood / Indian,Hindi,184,6.9,1991-01-23,1991-01-23,0,2.1104541451754937,23847.0,23847,50328
Home Alone,Chris Columbus,Hollywood / English,English,103,7.7,1990-11-16,1990-11-17,1,2.1982758620689653,48372.0,48372,106335
The Rescuers Down Under,"Hendel Butoy, Mike Gabriel",Anime / Kids,English,77,6.9,1990-11-16,1990-11-16,0,2.859154929577465,2272.0,2272,6496
Child's Play 2,John Lafia,Hollywood / English,English,84,5.9,1990-11-09,1990-11-09,0,2.3577998360805026,32943.0,32943,77673
Jamai Raja,Kodanda Rami Reddy A.,Bollywood / Indian,Hindi,100,5.3,1990-10-19,1990-10-20,1,2.4317926646706587,10688.0,10688,25991
Goodfellas,Martin Scorsese,Hollywood / English,"English,Italian",145,8.7,1990-09-19,1990-09-20,1,2.8840751730959444,5055.0,5055,14579
DuckTales: The Movie - Treasure of the Lost Lamp,Bob Hathcock,Anime / Kids,English,74,6.8,1990-08-03,1990-08-03,0,3.436916164124394,8457.0,8457,29066
Awwal Number,Not Assigned,Bollywood / Indian,Hindi,100,5.4,1990-06-22,1990-06-23,1,3.742211055276382,3980.0,3980,14894
Ghayal,Rajkumar Santoshi,Bollywood / Indian,Hindi,163,7.7,1990-06-08,1990-06-08,0,1.680927736246885,26085.0,26085,43847
Teenage Mutant Ninja Turtles,Steve Barron,Anime / Kids,"English,French",93,6.7,1990-03-30,1990-03-30,0,2.972729751840742,7334.0,7334,21802
Pyar Ka Devta,K. Bapaiah,Bollywood / Indian,Hindi,148,3.5,1990-03-23,1990-03-24,1,2.791864406779661,7375.0,7375,20590
Izzatdaar,"K. Bapaiah, J. Hemambar",Bollywood / Indian,Hindi,164,5.0,1990-02-23,1990-02-24,1,3.0828241683638833,4419.0,4419,13623
Agneepath,Mukul Anand,Bollywood / Indian,Hindi,174,7.6,1990-02-16,1990-02-16,0,1.61350267880559,26691.0,26691,43066
The Little Mermaid,Not Assigned,Anime / Kids,"English,French",83,7.6,1989-11-17,1989-11-18,1,2.313251393646316,14889.0,14889,34442
Casualties of War,Brian De Palma,Hollywood / English,"English,Vietnamese",113,7.1,1989-08-18,1989-08-19,1,3.9089943342776206,2824.0,2824,11039
"The Karate Kid, Part III",John G. Avildsen,Hollywood / English,English,112,5.3,1989-06-30,1989-07-01,1,2.4364925854287556,7755.0,7755,18895
Indiana Jones and the Last Crusade,Steven Spielberg,Hollywood / English,"English,German,Greek,Arabic",127,8.2,1989-05-24,1989-05-25,1,2.6694219523166893,17784.0,17784,47473
Rakhwala,K. Muralimohana Rao,Bollywood / Indian,Hindi,100,5.0,1989-05-05,1989-05-06,1,2.2318840579710146,5727.0,5727,12782
Oliver & Company,George Scribner,Anime / Kids,English,74,6.7,1988-11-18,1988-11-18,0,2.9510926118626433,1922.0,1922,5672
Ghar Ghar Ki Kahani,Kalpataru,Bollywood / Indian,Hindi,155,4.9,1988-06-30,1988-07-01,1,2.6881327627596283,9581.0,9581,25755
Who Framed Roger Rabbit,Robert Zemeckis,Anime / Kids,English,104,7.7,1988-06-22,1988-06-22,0,2.1712707182320443,2715.0,2715,5895
Hatya,Kirti Kumar,Bollywood / Indian,Hindi,151,6.9,1988-06-03,1988-06-04,1,2.5260726072607262,7575.0,7575,19135
Rambo III,Peter MacDonald,Hollywood / English,"English,Russian",102,5.8,1988-05-25,1988-05-26,1,2.233442493365705,35422.0,35422,79113
Mohabbat Ke Dushman,Prakash Mehra,Bollywood / Indian,Hindi,100,4.9,1988-05-20,1988-05-21,1,3.2983595352016404,5852.0,5852,19302
Veerana,"Shyam Ramsay, Tulsi Ramsay",Bollywood / Indian,Hindi,135,6.6,1988-05-06,1988-05-07,1,2.1145673975862653,17649.0,17649,37320
Bloodsport,Newt Arnold,Hollywood / English,English,92,6.8,1988-02-26,1988-02-26,0,2.6012642225031604,7910.0,7910,20576
Indiana Jones And Raiders of The Lost Ark,Steven Spielberg,Hollywood / English,"English,German,Hebrew,Spanish,Arabic,Nepali",115,8.4,1987-12-10,1987-12-11,1,2.6650168832971,21619.0,21619,57615
Predator,John McTiernan,Hollywood / English,"English,Spanish,Russian",107,7.8,1987-06-12,1987-06-13,1,2.257410357017987,25741.0,25741,58108
Evil Dead II,Sam Raimi,Hollywood / English,"English,Latin",84,7.7,1987-03-13,1987-03-13,0,2.5014346625191064,37291.0,37291,93281
Naam O Nishan,Ajay Kashyap,Bollywood / Indian,Hindi,129,4.1,1987-01-01,1987-01-02,1,2.5766937669376695,5535.0,5535,14262
Dahleez,Ravi Chopra,Bollywood / Indian,Hindi,161,5.4,1986-10-06,1986-10-06,0,4.537414965986395,1470.0,1470,6670
Allah-Rakha,Ketan Desai,Bollywood / Indian,Hindi,160,5.3,1986-08-07,1986-08-08,1,2.3218650122203424,5319.0,5319,12350
TNA.Impact 2023-02-09,Not Assigned,Wrestling,English,100,5.8,2023-02-09,2023-02-10,1,4.576051779935275,309.0,309,1414
WWE Raw 2023-02-13,Not Assigned,Wrestling,English,100,5.8,2023-02-13,2023-02-14,1,2.5610409491006507,2613.0,2613,6692
The Great Mouse Detective,"Ron Clements, Burny Mattinson, David Michener",Anime / Kids,"English,French,German,Italian",74,7.2,1986-07-02,1986-07-02,0,3.509870660313138,2938.0,2938,10312
Labyrinth,Jim Henson,Hollywood / English,English,101,7.4,1986-06-27,1986-06-28,1,4.373913043478261,2875.0,2875,12575
"The Karate Kid, Part II",Not Assigned,Hollywood / English,English,113,6.1,1986-06-20,1986-06-21,1,2.3837626344962506,9201.0,9201,21933
Cobra,George P. Cosmatos,Dub / Dual Audio,"English,Spanish",87,5.8,1986-05-23,1986-05-23,0,2.4929740692452556,13806.0,13806,34418
Top Gun,Tony Scott,Hollywood / English,English,109,6.9,1986-05-16,1986-05-17,1,2.777434385697984,21032.0,21032,58415
Sultanat,"Mukul Anand, John Philip Dayton",Bollywood / Indian,Urdu,153,6.2,1986-03-11,1986-03-12,1,2.6154791154791153,7326.0,7326,19161
Commando,Mark L. Lester,Hollywood / English,English,90,6.7,1985-10-04,1985-10-04,0,2.4739164974843324,22658.0,22658,56054
Meri Jung,Subhash Ghai,Bollywood / Indian,Hindi,164,7.2,1985-08-11,1985-08-12,1,2.6042244835029296,12972.0,12972,33782
Ram Teri Ganga Maili,Raj Kapoor,Bollywood / Indian,Hindi,178,6.5,1985-07-25,1985-07-26,1,2.484758679085521,9448.0,9448,23476
The Black Cauldron,"Ted Berman, Richard Rich",Anime / Kids,"English,Portuguese",80,6.4,1985-07-24,1985-07-24,0,3.243354430379747,3160.0,3160,10249
Rambo: First Blood Part II,George P. Cosmatos,Hollywood / English,"English,Vietnamese,Russian",96,6.5,1985-05-22,1985-05-23,1,2.2331793896586074,33129.0,33129,73983
Tawaif,B.R. Chopra,Bollywood / Indian,"Hindi,Urdu",160,7.1,1985-03-22,1985-03-23,1,2.3534246575342466,3285.0,3285,7731
Purana Mandir,"Shyam Ramsay, Tulsi Ramsay",Bollywood / Indian,Hindi,144,6.3,1984-10-19,1984-10-20,1,2.08659289758106,15544.0,15544,32434
Bhavna,Pravin Bhatt,Bollywood / Indian,Hindi,100,7.2,1984-10-10,1984-10-11,1,4.021049114600735,2993.0,2993,12035
Manzil Manzil,Nasir Hussain,Bollywood / Indian,Urdu,162,5.8,1984-09-26,1984-09-27,1,2.5941576857629043,3526.0,3526,9147
Duniya,Ramesh Talwar,Bollywood / Indian,Hindi,100,7.1,1984-09-18,1984-09-18,0,2.7816818927149214,4269.0,4269,11875
"The Karate Kid, Part I",John G. Avildsen,Hollywood / English,"English,Japanese",126,7.3,1984-06-22,1984-06-23,1,2.6948596705308114,13112.0,13112,35335
Pakhandi,Samir Ganguly,Bollywood / Indian,Hindi,138,6.5,1984-06-15,1984-06-16,1,3.0969387755102042,980.0,980,3035
Streets of Fire,Walter Hill,Hollywood / English,English,93,6.7,1984-06-01,1984-06-01,0,3.119588022124738,5243.0,5243,16356
Justice Chaudhury,K. Raghavendra Rao,Bollywood / Indian,Hindi,156,5.6,1983-07-15,1983-07-16,1,3.7214262973575294,3141.0,3141,11689
Souten,Saawan Kumar Tak,Bollywood / Indian,Hindi,160,5.5,1983-06-03,1983-06-04,1,2.3890073442312247,4221.0,4221,10084
The Evil Dead,Sam Raimi,Hollywood / English,English,85,7.4,1983-04-24,1983-04-24,0,2.6233567804428044,34688.0,34688,90999
Nastik,Pramod Chakravorty,Bollywood / Indian,Hindi,100,5.5,1983-02-18,1983-02-19,1,2.0793499043977057,5230.0,5230,10875
Rambo: First Blood Part I,Ted Kotcheff,Hollywood / English,English,93,7.7,1982-10-22,1982-10-23,1,2.292672679401714,35702.0,35702,81853
Desh Premee,Manmohan Desai,Bollywood / Indian,Hindi,165,5.9,1982-04-23,1982-04-23,0,2.0730946123521683,6088.0,6088,12621
Yeh Vaada Raha,Kapil Kapoor,Bollywood / Indian,Hindi,138,7.3,1982-04-09,1982-04-10,1,2.572989307298931,4302.0,4302,11069
The Beast Within,Not Assigned,Hollywood / English,English,98,5.6,1982-02-12,1982-02-12,0,2.2980070339976555,4265.0,4265,9801
Pyaasa Sawan,Narayana Rao Dasari,Bollywood / Indian,Hindi,161,7.4,1981-08-28,1981-08-29,1,3.1985645933014353,1672.0,1672,5348
Gallipoli,Peter Weir,Hollywood / English,English,110,7.4,1981-08-13,1981-08-14,1,6.4476584022038566,726.0,726,4681
Silsila,Yash Chopra,Bollywood / Indian,Hindi,182,7.2,1981-07-29,1981-07-30,1,1.9826711009977245,11426.0,11426,22654
The Fox and the Hound,"Ted Berman, Richard Rich",Anime / Kids,English,83,7.3,1981-07-10,1981-07-10,0,3.2951706910907577,2402.0,2402,7915
Kranti,Manoj Kumar,Bollywood / Indian,Hindi,188,7.3,1981-02-03,1981-02-04,1,2.2335181762168825,8115.0,8115,18125
Shaan,Ramesh Sippy,Bollywood / Indian,Hindi,181,7.1,1980-12-12,1980-12-12,0,2.008348184973267,10661.0,10661,21411
Patita,I.V. Sasi,Bollywood / Indian,Hindi,125,5.8,1980-07-25,1980-07-26,1,2.1515246286161065,6395.0,6395,13759
Karz,Subhash Ghai,Bollywood / Indian,Hindi,159,7.4,1980-06-11,1980-06-12,1,2.7784122306133727,5429.0,5429,15084
Khubsoorat,Hrishikesh Mukherjee,Bollywood / Indian,Hindi,126,7.6,1980-04-25,1980-04-26,1,2.6942028985507247,2070.0,2070,5577
TNA.Impact 2023-02-09,Not Assigned,Wrestling,English,100,5.8,2023-02-09,2023-02-10,1,4.5792880258899675,309.0,309,1415
WWE Raw 2023-02-13,Not Assigned,Wrestling,English,100,5.8,2023-02-13,2023-02-14,1,2.5614236509758896,2613.0,2613,6693
Khwab,Shakti Samanta,Bollywood / Indian,Hindi,115,5.9,1980-02-20,1980-02-21,1,3.38544798556825,1663.0,1663,5630
Do Aur Do Paanch,Rakesh Kumar,Bollywood / Indian,Hindi,132,6.9,1980-02-10,1980-02-10,0,2.667438830172289,6907.0,6907,18424
Noorie,Manmohan Krishna,Bollywood / Indian,Hindi,2,6.1,1979-05-11,1979-05-12,1,2.326959847036329,1569.0,1569,3651
Dhongee,Ashok Roy,Bollywood / Indian,Hindi,122,5.2,1979-05-04,1979-05-05,1,5.288191577208918,1211.0,1211,6404
Force 10 from Navarone,Not Assigned,Hollywood / English,English,118,6.4,1978-11-01,1978-11-02,1,5.5723630417007355,2446.0,2446,13630
Dil Aur Deewaar,K. Bapaiah,Bollywood / Indian,Hindi,156,5.5,1978-09-05,1978-09-06,1,3.855791962174941,2538.0,2538,9786
Muqaddar Ka Sikandar,Prakash Mehra,Bollywood / Indian,Hindi,189,7.4,1978-10-27,1978-08-27,-61,1.7726428445073412,370.6885245901639,22612,40083
Pati Patni Aur Woh,B.R. Chopra,Bollywood / Indian,Hindi,141,7.0,1978-07-07,1978-07-08,1,4.029510395707579,1491.0,1491,6008
Dillagi,Basu Chatterjee,Bollywood / Indian,Hindi,100,7.0,1978-05-26,1978-05-27,1,5.017207472959686,2034.0,2034,10205
Trishul,Yash Chopra,Bollywood / Indian,"Hindi,Urdu",167,7.6,1978-05-04,1978-05-05,1,2.152750165672631,6036.0,6036,12994
Pete's Dragon,Don Chaffey,Anime / Kids,English,128,6.4,1977-11-03,1977-11-03,0,10.35625,480.0,480,4971
Parvarish,Manmohan Desai,Bollywood / Indian,Hindi,162,6.9,1977-10-23,1977-10-24,1,2.070197430272642,6382.0,6382,13212
The Rescuers,"John Lounsbery, Wolfgang Reitherman",Anime / Kids,English,78,6.9,1977-06-22,1977-06-22,0,2.9544387036167215,2129.0,2129,6290
A Bridge Too Far,Not Assigned,Hollywood / English,"English,German,Dutch,Polish,Latin",175,7.4,1977-06-15,1977-06-16,1,4.328996282527881,2152.0,2152,9316
Kotwal Saab,Hrishikesh Mukherjee,Bollywood / Indian,Hindi,100,5.9,1977-06-01,1977-06-02,1,2.56668753913588,1597.0,1597,4099
Hira Aur Patthar,Vijay Bhatt,Bollywood / Indian,Hindi,125,5.9,1977-05-09,1977-05-10,1,3.229922279792746,1544.0,1544,4987
Kinara,Gulzar,Bollywood / Indian,Hindi,139,6.7,1977-04-22,1977-04-23,1,3.5181891673403394,1237.0,1237,4352
The Many Adventures of Winnie the Pooh,"John Lounsbery, Wolfgang Reitherman",Anime / Kids,English,74,7.6,1977-03-11,1977-03-11,0,3.4726989079563184,2564.0,2564,8904
Cross of Iron,Sam Peckinpah,Hollywood / English,"English,Russian,French,German",132,7.5,1977-03-08,1977-03-09,1,6.262950819672131,1525.0,1525,9551
Kabhi Kabhie,Yash Chopra,Bollywood / Indian,"Hindi,Urdu",177,7.1,1976-01-27,1976-01-28,1,2.276608784473953,9790.0,9790,22288
Aandhi,Gulzar,Bollywood / Indian,Hindi,133,8.1,1975-02-13,1975-02-13,0,2.342782152230971,1905.0,1905,4463
Kunwara Baap,Mehmood,Bollywood / Indian,Hindi,137,7.2,1974-11-23,1974-11-24,1,2.8831460674157303,3560.0,3560,10264
Resham Ki Dori,Atma Ram,Bollywood / Indian,Hindi,100,7.0,1974-08-21,1974-08-22,1,2.794162826420891,1953.0,1953,5457
Sagina,Tapan Sinha,Bollywood / Indian,Hindi,100,7.1,1974-07-15,1974-07-16,1,3.2948473282442747,1048.0,1048,3453
Herbie Rides Again,Robert Stevenson,Anime / Kids,English,88,5.7,1974-06-06,1974-06-06,0,3.8060689025781427,4383.0,4383,16682
Imtihan,Madan Sinha,Bollywood / Indian,Hindi,153,7.5,1974-05-31,1974-06-01,1,4.18688524590164,1220.0,1220,5108
36 Ghante,Raj Tilak,Bollywood / Indian,Hindi,100,6.7,1974-05-24,1974-05-25,1,3.9652532391048294,1698.0,1698,6733
Robin Hood,Wolfgang Reitherman,Anime / Kids,"English,Portuguese",83,7.6,1973-12-06,1973-12-06,0,3.115739268680445,3145.0,3145,9799
Daag: A Poem of Love,Yash Chopra,Bollywood / Indian,Hindi,146,7.0,1973-04-27,1973-04-28,1,3.760141093474427,2835.0,2835,10660
Raja Jani,Mohan Segal,Bollywood / Indian,Hindi,100,6.5,1972-08-25,1972-08-26,1,3.2777179763186224,1858.0,1858,6090
Bedknobs and Broomsticks,"Robert Stevenson, Ward Kimball",Anime / Kids,"English,German",117,7.0,1971-12-13,1971-12-13,0,4.192468619246862,956.0,956,4008
Preetam,Bhappi Sonie,Bollywood / Indian,Hindi,137,6.2,1971-07-26,1971-07-27,1,2.8025974025974025,1155.0,1155,3237
The Million Dollar Duck,Vincent McEveety,Anime / Kids,English,89,5.9,1971-06-30,1971-06-30,0,3.1589123867069486,1655.0,1655,5228
Aan Milo Sajna,Mukul Dutt,Bollywood / Indian,Hindi,177,6.3,1970-12-24,1970-12-25,1,2.5099065420560747,2675.0,2675,6714
The AristoCats,Not Assigned,Anime / Kids,English,78,7.1,1970-12-24,1970-12-24,0,2.6275010642826735,2349.0,2349,6172
Abhinetri,Subodh Mukherji,Bollywood / Indian,Hindi,154,6.7,1970-05-12,1970-05-13,1,4.803212851405623,996.0,996,4784
TNA.Impact 2023-02-09,Not Assigned,Wrestling,English,100,5.8,2023-02-09,2023-02-10,1,4.58252427184466,309.0,309,1416
WWE Raw 2023-02-13,Not Assigned,Wrestling,English,100,5.8,2023-02-13,2023-02-14,1,2.561806352851129,2613.0,2613,6694
The Train,Ravikant Nagaich,Bollywood / Indian,Hindi,138,6.2,1970-04-10,1970-04-11,1,4.627674101046882,2197.0,2197,10167
Khilona,Chander Vohra,Bollywood / Indian,Hindi,160,7.2,1970-04-08,1970-04-09,1,2.3942571785268414,4005.0,4005,9589
Munda Pangi Sal Da,Not Assigned,Stage shows,English,100,5.8,1970-01-01,1970-01-01,0,2.1192538307794804,3002.0,3002,6362
Rusmalaiyan,Not Assigned,Stage shows,English,100,5.8,1970-01-01,1970-01-01,0,1.4946727549467276,2628.0,2628,3928
Sohni Day Nakhray Baday,Not Assigned,Stage shows,English,100,5.8,1970-01-01,1970-01-01,0,1.64043082021541,2414.0,2414,3960
Fast Lane,David Betances,Hollywood / English,English,74,3.3,1970-01-01,1970-01-01,0,2.7920633650692057,12499.0,12499,34898
Summer School,"Lance Hendrickson, Troy McCall, Mike P. Nelson",Hollywood / English,English,89,4.5,1970-01-01,1970-01-01,0,3.0898905016552076,3927.0,3927,12134
Phir Kabhi,V.K. Prakash,Bollywood / Indian,Hindi,100,7.0,1970-01-01,1970-01-01,0,6.099703012303776,2357.0,2357,14377
Live Animals,Jeremy Benson,Hollywood / English,English,84,3.4,1970-01-01,1970-01-01,0,1.6074683082904702,24691.0,24691,39690
Deep in the Valley,Christian Forte,Hollywood / English,English,96,4.4,1970-01-01,1970-01-01,0,1.844747868805086,55368.0,55368,102140
Ben 10: Alien Force,Not Assigned,Anime / Kids,English,22,7.3,1970-01-01,1970-01-01,0,1.9795794335723835,32908.0,32908,65144
Dumbo,Samuel Armstrong,Anime / Kids,English,64,7.2,1941-10-30,1970-01-01,10290,2.2704904405652537,0.5845481049562682,6015,13657
Pinocchio,"Norman Ferguson, T. Hee, Wilfred Jackson",Anime / Kids,English,88,7.5,1940-02-22,1970-01-01,10906,2.2385767062026054,0.47157527966257107,5143,11513
The Reluctant Dragon,"Alfred L. Werker, Hamilton Luske",Anime / Kids,English,74,6.9,1941-06-17,1975-01-01,12251,7.376518218623482,0.0403232389192719,494,3644
The Three Caballeros,Not Assigned,Anime / Kids,"English,Spanish,Portuguese",71,6.4,1945-02-01,1975-01-01,10926,3.01010101010101,0.1902800658978583,2079,6258
Victory Through Air Power,"James Algar, Clyde Geronimi",Anime / Kids,English,70,6.5,1943-07-14,1999-01-01,20260,5.454115421002839,0.05217176702862784,1057,5765
The Adventures of Ichabod and Mr. Toad,"James Algar, Clyde Geronimi",Anime / Kids,English,68,7.0,1950-08-23,1975-01-01,8897,3.359382537385432,0.4659997752051253,4146,13928
Sharaabi,Prakash Mehra,Bollywood / Indian,Hindi,180,7.3,1970-01-01,1970-01-01,0,1.4541903584672435,40450.0,40450,58822
Alice in Wonderland,"Clyde Geronimi, Wilfred Jackson, Hamilton Luske",Anime / Kids,English,75,7.4,1951-07-27,1970-01-01,6733,2.4955416623962283,1.4491311451061935,9757,24349
Lady and the Tramp,"Clyde Geronimi, Wilfred Jackson, Hamilton Luske",Anime / Kids,English,76,7.3,1955-06-22,1970-01-01,5307,2.912776991984913,0.3996608253250424,2121,6178
Neighbor,Robert A. Masciantonio,Hollywood / English,English,90,4.0,1970-01-01,1970-01-01,0,2.876290810472515,9587.0,9587,27575
One Hundred and One Dalmatians,"Clyde Geronimi, Hamilton Luske, Wolfgang Reitherman",Anime / Kids,English,79,7.3,1961-01-25,1970-01-01,3263,2.339873520350251,1.8899785473490653,6167,14430
Sleeping Beauty,"Les Clark, Clyde Geronimi, Eric Larson",Anime / Kids,English,75,7.2,1959-02-06,1970-01-01,3982,2.1107246376811593,5.198392767453541,20700,43692
Swiss Family Robinson,Ken Annakin,Anime / Kids,English,126,7.2,1960-12-21,1975-01-01,5124,3.164116828929068,0.42096018735363,2157,6825
The Sword in the Stone,Wolfgang Reitherman,Anime / Kids,English,79,7.2,1964-01-16,1975-01-01,4003,3.043958471393859,1.1309018236322759,4527,13780
Mary Poppins,Robert Stevenson,Anime / Kids,English,139,7.8,1964-08-29,1970-01-01,1951,4.374874371859296,1.0199897488467453,1990,8706
That Darn Cat!,Robert Stevenson,Anime / Kids,English,112,6.8,1965-12-02,1975-01-01,3317,6.470355731225297,0.22882122399758817,759,4911
The Jungle Book,Wolfgang Reitherman,Anime / Kids,English,78,7.6,1967-12-07,1975-01-01,2582,2.465368363035091,6.324167312161116,16329,40257
The Love Bug,Robert Stevenson,Anime / Kids,"English,Cantonese,Spanish",108,6.5,1969-03-13,1975-01-01,2120,7.4114977307110435,0.6235849056603774,1322,9798
Neel Kamal,Ram Maheshwari,Bollywood / Indian,Hindi,160,6.9,1968-02-02,1970-01-01,699,2.1634715928895085,4.104434907010014,2869,6207
Padosan,Jyoti Swaroop,Bollywood / Indian,Hindi,157,8.1,1968-05-24,1970-01-01,587,1.9670351362021319,8.630323679727427,5066,9965
Battle of Britain,Guy Hamilton,Hollywood / English,"English,German,Polish,French",132,7.0,1969-09-17,1970-01-01,106,3.6627358490566038,24.0,2544,9318
Pyaasa,Not Assigned,Bollywood / Indian,Hindi,146,8.5,1957-02-19,1970-01-01,4699,2.6469580119965723,0.4967014258352841,2334,6178
Saathi,C.V. Sridhar,Bollywood / Indian,"Hindi,English",156,7.2,1968-03-22,1970-01-01,650,2.616946160635481,3.486153846153846,2266,5930
Bhai-Bahen,Not Assigned,Bollywood / Indian,Hindi,100,5.8,1959-03-13,1970-01-01,3947,3.1116116116116115,0.5062072460096275,1998,6217
Devdas,Bimal Roy,Bollywood / Indian,Hindi,159,7.7,1955-05-13,1970-01-01,5347,2.693092105263158,1.1370862165700393,6080,16374
TNA.Impact 2023-02-09,Not Assigned,Wrestling,English,100,5.8,2023-02-09,2023-02-10,1,4.585760517799352,309.0,309,1417
